Sex,Length,Diameter,Height,Shell Mass,Visceral Fat Mass,Body Fat Mass,Age
M,1.2375,1,0.3875,9.922325,3.27436725,6.64795775,6
F,1.325,1.0375,0.2875,5.10291,4.49339575,6.6054335,11
F,1.175,0.8875,0.325,5.2446575,3.572037,5.68407475,14
M,1.35,1.0875,0.35,6.0384435,4.52174525,9.355335,9
I,1.1,0.8,0.2375,2.83495,1.6726205,4.23825025,8
M,1.4,1.1,0.325,8.0796075,5.726599,6.87475375,10
M,1,0.725,0.2875,2.1262125,1.63009625,3.16096925,9
I,0.9875,0.775,0.2375,2.6365035,2.041164,3.7137845,7
M,0.9625,0.75,0.2875,2.90582375,2.4097075,4.66349275,6
M,1.5,1.2375,0.4375,9.31281075,8.051258,17.56251525,11
I,1.175,0.8625,0.2875,4.706017,3.061746,5.68407475,11
M,1.575,1.2375,0.4375,9.298636,7.6827145,17.1514475,11
F,0.85,0.6375,0.2125,1.417475,0.5953395,2.7499015,6
I,1.05,0.8,0.25,2.67902775,1.417475,4.94698775,8
F,1.3625,1,0.35,5.10291,6.0951425,10.432616,9
M,1.775,1.35,0.4125,22.11261,7.3992195,21.72989175,18
I,0.7125,0.5625,0.175,0.9922325,0.52446575,1.20485375,7
I,1.025,0.775,0.225,2.5798045,1.7293195,4.63514325,6
M,1.5,1.1875,0.375,8.278054,6.3219385,14.72756525,11
I,1.1875,0.8875,0.3125,4.025629,3.13261975,6.10931725,9
I,1.0125,0.7625,0.25,2.5798045,1.7293195,2.73572675,7
F,1.825,1.375,0.5125,16.91047675,10.10659675,15.35125425,14
I,1.375,1.0625,0.375,6.1518415,3.81300775,7.6260155,9
M,1.2125,0.975,0.3,4.7910655,3.81300775,7.1157245,8
I,1.3875,1.0625,0.3625,6.3786375,5.00368675,9.87980075,9
F,1.6375,1.275,0.4375,10.319218,10.56018875,16.68368075,10
M,0.9,0.675,0.225,2.1262125,1.5025235,2.3530085,6
M,1.8375,1.4625,0.4625,14.17475,15.592225,26.988724,11
F,1.175,0.9,0.3625,5.5281525,3.89805625,4.89028875,15
F,1.075,0.8375,0.3,3.96893,3.24601775,4.3941725,13
I,1.4875,1.175,0.3375,8.1363065,5.216308,12.303683,10
I,0.825,0.5125,0.2375,1.23320325,0.907184,2.1829115,5
M,1.3875,1.1125,0.325,6.80388,4.3941725,11.97766375,9
I,0.925,0.7,0.2375,2.26796,1.474174,3.458639,7
I,0.625,0.45,0.1625,0.60951425,0.52446575,0.97805775,4
F,1.5,1.1875,0.375,7.93786,6.2652395,12.54465375,15
F,1.6,1.3,0.4375,13.60776,7.35669525,12.03436275,12
F,1.525,1.2375,0.4625,9.355335,8.88756825,10.50348975,12
I,1.25,0.95,0.275,4.252425,3.005047,7.93786,9
M,1.325,1.075,0.3375,7.087375,6.13766675,7.93786,10
I,1.1,0.8375,0.275,3.1467945,2.36718325,4.9611625,7
M,1.8125,1.4375,0.6,14.21727425,11.7083435,38.3001745,13
M,1.7125,1.275,0.45,10.56018875,8.80251975,17.90270925,9
F,1.5375,1.1875,0.3875,8.0796075,7.087375,12.6722265,9
M,1.675,1.3625,0.5,11.623295,10.602713,23.6151335,11
F,1.425,1.075,0.4,6.47786075,4.5075705,10.98543125,9
F,1.25,0.975,0.325,5.5281525,4.63514325,7.10154975,15
I,1.0375,0.825,0.25,2.90582375,2.14038725,5.45727875,7
F,1.4125,1.2625,0.525,10.0640725,7.9095105,14.2030995,12
I,1.375,1.0625,0.3625,6.690482,4.8477645,12.26115875,10
I,0.85,0.65,0.225,1.5592225,1.48834875,2.154562,6
M,1.5375,1.1875,0.375,8.0229085,6.59125875,13.494362,9
M,1.5125,1.1125,0.35,8.3631025,5.91087075,12.17611025,12
F,1.4625,1.125,0.425,7.654365,4.63514325,9.42620875,22
I,1.4375,1.1375,0.45,8.50485,5.17378375,8.54737425,13
F,1.5,1.1625,0.4,8.448151,8.17883075,13.210867,11
F,1.4875,1.1375,0.4,8.164656,7.52679225,12.813974,9
M,1.5875,1.275,0.425,11.056305,8.6465975,17.5483405,9
I,1.3,1,0.3625,6.23689,2.99087225,7.5693165,13
I,0.5625,0.4,0.1125,0.4252425,0.4252425,0.7087375,4
M,1.45,1.15,0.3875,8.37727725,7.7394135,19.03668925,10
I,1.1875,0.9375,0.275,4.53592,2.8066005,5.159609,9
M,1.3,1,0.3,7.5126175,5.11708475,8.448151,15
M,1.175,0.925,0.3375,4.819415,3.75630875,6.293589,12
F,1.125,0.8625,0.3,3.8271825,2.6932025,4.69184225,9
I,1.1375,0.9125,0.3375,4.1106775,3.30271675,4.29494925,9
M,1.7875,1.375,0.475,14.38737125,11.5382465,29.66775175,12
I,0.525,0.425,0.1125,0.3685435,0.3118445,0.5386405,5
I,0.6875,0.5375,0.1875,0.9922325,0.8221355,1.37495075,7
I,0.7,0.5125,0.2,1.190679,1.1056305,1.474174,9
F,1.6125,1.2875,0.4375,11.7650425,10.3475675,19.94387325,10
F,1.575,1.225,0.5625,9.19941275,7.3425205,19.29183475,10
F,1.5,1.15,0.375,8.221355,7.767763,17.08057375,8
I,1.3,1,0.275,4.53592,3.27436725,8.32057825,8
I,0.7625,0.55,0.175,1.0489315,0.8788345,1.757669,5
I,1.025,0.8125,0.25,3.005047,2.041164,3.742134,6
M,1.375,1.05,0.3625,7.144074,4.20990075,9.1001895,11
M,1.425,1.1,0.3625,7.75358825,5.54232725,10.21999475,10
M,1.55,1.175,0.3625,7.27164675,7.69688925,14.4865945,10
M,1.35,1.025,0.325,4.9611625,3.01922175,6.73300625,7
M,1.5625,1.1875,0.4375,9.5537815,8.0229085,18.597272,10
I,1.1,0.85,0.25,2.8632995,2.31048425,4.89028875,7
M,1.7125,1.375,0.475,13.87708025,11.623295,25.231055,10
F,1.55,1.25,0.4375,9.922325,8.54737425,14.13222575,12
M,1.3625,1.0875,0.3625,9.7805775,3.52951275,10.44679075,11
I,0.9875,0.75,0.3,2.53728025,1.927766,3.58621175,8
F,1.3875,1.0875,0.4125,8.3631025,6.56290925,9.525432,17
M,1.2,0.95,0.325,4.9611625,4.025629,8.50485,12
F,1.6,1.25,0.425,11.5949455,9.241937,19.6462035,11
M,1.05,0.85,0.2875,3.8271825,2.6365035,4.9611625,8
M,1.5375,1.175,0.375,7.61184075,8.0229085,14.10387625,9
F,1.4625,1.1875,0.4125,8.50485,6.1518415,12.984071,11
M,1.55,1.275,0.4375,19.1359125,5.443104,14.47241975,12
F,1.45,1.125,0.3625,8.221355,6.23689,15.83319575,8
M,1.4625,1.225,0.4625,9.4970825,7.18659825,14.798439,10
I,0.8625,0.6375,0.2375,1.5592225,1.0489315,2.62232875,6
I,1.5375,1.1875,0.325,7.1157245,5.42892925,10.0073735,8
I,1.275,1,0.3625,5.0178615,4.0539785,6.5487345,9
I,1.3625,0.9375,0.3,4.89028875,3.27436725,6.73300625,8
I,0.9375,0.7125,0.25,1.984465,1.57339725,2.9766975,8
M,1.15,0.95,0.3375,4.1106775,3.47281375,5.8683465,10
I,1.3125,1.075,0.375,6.0951425,4.5642695,9.14271375,11
F,1.55,1.2,0.45,8.8733935,7.64019025,16.499409,12
I,0.9,0.625,0.2875,3.628736,2.99087225,5.953395,7
M,1.4125,1.1125,0.375,6.2085405,5.216308,10.30504325,8
I,1.3125,1,0.35,5.20213325,3.64291075,7.44174375,9
I,1.1,0.8125,0.25,3.118445,2.45223175,5.2446575,6
M,1.3875,1.025,0.3125,5.499803,4.15320175,6.64795775,8
I,1.4375,1.125,0.3125,6.6621325,5.329706,9.28446125,9
M,1.225,0.9625,0.3125,4.80524025,3.515338,9.07184,8
I,1.3,1.025,0.35,5.556502,4.40834725,7.86698625,11
I,0.8875,0.675,0.1875,1.530873,0.89300925,2.2396105,6
F,1.5,1.1625,0.375,7.087375,7.427569,15.46465225,8
F,1.575,1.2375,0.4125,8.9300925,8.051258,16.9813505,11
I,1.3375,1.125,0.425,8.3631025,4.40834725,8.66077225,11
M,1.55,1.2125,0.3875,9.4970825,6.56290925,12.0485375,12
I,0.8,0.6,0.175,1.1623295,0.72291225,1.65844575,6
I,1.525,1.225,0.4,8.26387925,6.76135575,16.62698175,11
M,1.525,1.2,0.375,7.484268,7.767763,15.989118,8
M,1.45,1.125,0.4,6.0951425,6.2652395,11.15552825,9
F,1.225,0.9125,0.325,5.8116475,3.72795925,4.6776675,21
F,1.25,0.9625,0.325,7.654365,2.6932025,7.44174375,13
F,1.6875,1.275,0.375,10.942907,8.618248,13.4660125,11
M,1.2375,0.9375,0.3875,7.01650125,6.47786075,12.757275,9
I,1.475,1.15,0.3625,7.37087,5.06038575,11.8784405,11
M,1.5375,1.2625,0.4125,9.7805775,8.37727725,13.87708025,10
I,1.4,1.05,0.35,5.6699,6.066793,11.736693,8
F,1.6,1.275,0.4125,9.1001895,9.412034,21.53144525,8
F,1.6125,1.25,0.4,8.50485,9.2702865,15.52135125,10
I,1.05,0.8,0.275,2.9766975,1.80019325,4.932813,7
F,1.4875,1.2375,0.5875,14.74174,6.2085405,14.35902175,13
M,1.425,1.15,0.375,7.087375,5.76912325,15.35125425,9
M,1.1375,0.85,0.3375,3.40194,4.479221,4.74854125,9
F,0.8125,0.65,0.225,1.757669,1.020582,2.4097075,7
I,0.5,0.3875,0.1,0.1984465,0.2551455,0.43941725,4
M,1.3375,1.05,0.3125,7.5126175,4.26659975,8.845044,11
M,1.25,0.9375,0.325,6.23689,4.89028875,8.66077225,14
I,0.9125,0.6875,0.225,1.77184375,1.4458245,3.061746,7
M,1.425,1.0875,0.425,7.66853975,5.1879585,10.829509,10
F,1.1125,0.8375,0.35,3.96893,3.231843,5.06038575,11
I,0.8125,0.6125,0.1875,1.2757275,0.9355335,1.71514475,5
I,1.375,1.0625,0.3375,5.7549485,4.819415,7.2858215,10
F,1.875,1.4125,0.5375,16.3009625,13.67863375,21.92833825,11
I,1.1,0.85,0.2625,2.87747425,2.26796,4.649318,5
I,0.925,0.6875,0.35,1.74349425,1.28990225,2.7499015,6
F,1.6125,1.3,0.45,8.9867915,9.979024,16.37183625,9
M,1.5125,1.225,0.4125,10.07824725,6.293589,13.947954,11
F,0.9,0.6625,0.225,1.70097,1.6159215,2.211261,8
F,1.4125,1.125,0.4875,8.0796075,7.10154975,11.509897,15
I,1.1125,0.8125,0.25,2.5231055,2.83495,5.08873525,7
I,1.25,0.9875,0.35,5.5281525,3.41611475,8.29222875,9
M,1.25,0.95,0.3125,4.35164825,3.58621175,7.6260155,9
F,1.775,1.35,0.5125,12.3320325,8.1363065,22.736299,10
M,1.9125,1.5,0.55,17.59086475,14.4298955,28.5479465,12
I,1.275,0.975,0.3125,4.40834725,3.58621175,8.3064035,8
F,1.3625,1.0375,0.4,7.83863675,4.12485225,7.711064,10
M,1.5375,1.2625,0.4125,11.623295,7.98038425,15.06775925,12
I,0.9375,0.7,0.2125,2.041164,1.37495075,2.42388225,7
F,0.9875,0.75,0.2625,2.778251,2.14038725,4.06815325,12
F,1.4375,1.1125,0.35,8.0796075,7.144074,10.90038275,9
F,1.4875,1.1,0.3375,7.29999625,4.86193925,14.18892475,10
F,1.4125,1.125,0.4625,7.5126175,5.11708475,8.561549,12
M,1.1375,0.875,0.2625,3.8271825,2.3530085,4.46504625,9
F,1.075,0.8125,0.2875,3.118445,3.01922175,4.18155125,11
M,1.225,0.975,0.375,4.819415,3.515338,6.3786375,21
F,1.125,0.9,0.3125,4.53592,2.9766975,6.293589,10
F,1.15,0.825,0.375,3.5436875,5.11708475,5.91087075,10
M,1.525,1.125,0.375,7.087375,5.20213325,11.5382465,10
M,0.7125,0.525,0.1875,1.13398,0.80796075,1.5592225,7
M,1.25,0.95,0.3875,6.0951425,3.86970675,7.52679225,19
M,1.5625,1.2,0.45,9.56795625,8.43397625,16.0174675,10
M,1.125,0.8875,0.2875,4.252425,2.96252275,6.02426875,8
I,1.375,1.1125,0.3625,7.5126175,4.4508715,8.63242275,11
M,1.2875,1.0875,0.3625,7.2291225,5.839997,8.278054,10
F,1.375,1.0375,0.3375,7.37087,5.0745605,8.561549,23
M,1.225,0.9875,0.35,4.252425,3.61456125,6.27941425,11
I,1.55,1.225,0.4,8.6465975,6.973977,12.643877,11
I,1.4375,1.125,0.3625,6.1518415,5.10291,13.25339125,9
M,1.6125,1.2875,0.4,9.4970825,8.8166945,14.344847,9
F,1.625,1.25,0.4125,10.3475675,6.180191,13.7495075,12
F,1.425,1.1125,0.375,7.10154975,5.2446575,14.288148,9
M,1.5125,1.225,0.3875,8.3631025,7.10154975,14.2597985,15
F,0.7625,0.5625,0.175,1.2757275,0.94970825,1.65844575,7
M,1.75,1.325,0.475,11.90679,6.6054335,15.535526,18
M,1.4875,1.175,0.3875,7.5126175,10.95708175,13.947954,10
I,0.6,0.4375,0.1625,0.4819415,0.38271825,0.8788345,3
M,1.775,1.375,0.5,14.17475,12.47378,25.004259,13
M,1.5625,1.175,0.45,8.6465975,9.19941275,12.7856245,11
F,1.5375,1.2125,0.4,8.9300925,7.07320025,14.18892475,10
I,0.9375,0.6875,0.225,1.984465,1.54504775,3.04757125,6
F,1.7,1.25,0.4625,13.28174075,9.22776225,21.72989175,12
I,1.475,1.1125,0.3375,6.520385,4.94698775,9.298636,9
M,1.4375,1.125,0.325,6.42116175,5.4714535,9.015141,9
I,1.325,0.9875,0.325,5.1879585,3.2601925,7.0023265,9
F,1.45,1.15,0.375,8.221355,6.39281225,15.80484625,7
I,1.175,0.95,0.3125,4.025629,3.04757125,5.9817445,6
I,1.225,0.9375,0.3125,3.685435,3.2601925,7.9095105,8
F,1.225,1,0.2875,4.1106775,3.75630875,7.257472,9
F,1.3625,1.075,0.4125,7.93786,5.1879585,8.32057825,11
F,1.2625,0.95,0.3625,4.819415,5.386405,8.32057825,12
I,1.025,0.775,0.225,2.551455,1.97029025,4.3941725,7
M,1.375,1.125,0.4375,11.3398,6.0951425,10.67358675,14
F,1.4625,1.1875,0.4625,9.355335,4.57844425,11.75086775,11
M,1.025,0.8375,0.2875,3.8271825,2.4097075,5.386405,8
F,1.675,1.3625,0.4375,16.3009625,10.9712565,19.83047525,13
F,1.5625,1.225,0.275,8.29222875,5.42892925,14.92601175,9
I,1.2875,0.9625,0.3125,4.252425,3.58621175,9.00096625,8
F,1.5375,1.1875,0.3875,8.20718025,5.4714535,12.68640125,10
I,1.025,0.8375,0.2625,2.9766975,1.814368,3.98310475,7
I,0.975,0.75,0.2625,2.4097075,1.077281,2.70737725,8
M,1.3125,1,0.325,5.216308,4.1673765,7.52679225,9
M,1.55,1.25,0.5,12.190285,7.4559185,13.05494475,12
I,1.2875,0.9,0.3125,3.912231,3.5436875,5.14543425,9
I,0.7875,0.6,0.2125,1.51669825,0.97805775,2.0128145,7
M,1.475,1.25,0.4125,9.63883,6.87475375,12.94154675,15
M,1.175,0.9375,0.3,5.5281525,3.458639,6.406987,12
F,1.6875,1.3,0.4375,10.489315,8.66077225,20.87940675,9
I,1.4,1.1125,0.4125,7.7961125,7.1724235,12.85649825,11
F,1.8,1.4875,0.5625,18.71067,11.9918385,22.80717275,16
F,1.575,1.2625,0.4125,8.9300925,6.123492,13.02659525,12
M,1.5,1.1875,0.475,9.2135875,7.52679225,11.4248485,14
F,16,125,45,122186345,8901743,168112535,11
M,1.375,0.9625,0.325,5.386405,4.60679375,9.7238785,8
I,0.7625,0.6125,0.1875,1.2757275,1.077281,1.91359125,7
M,1.2875,1.0625,0.3625,6.19436575,5.1312595,14.0897015,8
M,1.575,1.2875,0.3875,11.623295,5.5848515,11.63746975,13
M,1.5375,1.2375,0.5,11.01378075,6.4353365,15.989118,10
F,1.325,1.025,0.325,5.6699,5.48562825,8.561549,10
I,1.325,1.0625,0.325,5.953395,3.41611475,11.8784405,9
F,1.325,0.9875,0.3625,7.2291225,4.7910655,8.731646,7
M,1.3125,1.0625,0.3,6.23689,4.15320175,9.45455825,12
M,1.0625,0.7875,0.3125,3.685435,1.60174675,3.21766825,18
F,1.6375,1.15,0.4,5.17378375,9.3836845,19.54698025,9
F,1.1625,0.8875,0.2875,3.572037,3.345241,5.54232725,7
I,0.8625,0.7125,0.25,2.1262125,1.644271,2.45223175,8
M,1.4625,1.1625,0.375,7.0023265,7.21494775,12.23280925,9
I,1.1125,0.8625,0.325,5.10291,1.82854275,3.86970675,11
F,1.4375,1.15,0.475,9.63883,6.87475375,11.113004,13
F,1.25,0.95,0.35,5.06038575,4.0539785,7.8528115,8
F,1.3125,1,0.325,6.3219385,3.7137845,8.83086925,9
F,1.55,1.2125,0.55,14.458245,8.051258,14.44407025,17
I,0.9375,0.7125,0.225,2.1262125,1.757669,2.96252275,7
M,1.45,1.175,0.4125,9.355335,6.860579,11.15552825,10
M,0.9125,0.7375,0.2,2.83495,1.2190285,2.7499015,7
M,1.4625,1.275,0.4,8.50485,6.8322295,18.1153305,11
M,1.5375,1.2,0.4375,8.50485,9.05766525,12.643877,9
F,1.5625,1.3125,0.5375,18.8524175,7.35669525,14.50076925,16
I,1.3,0.95,0.3125,4.7343665,3.67126025,8.164656,8
M,1.575,1.3125,0.4875,13.1825175,7.27164675,13.99047825,10
M,1.625,1.2375,0.4,10.56018875,8.845044,16.159215,9
F,1.175,0.9375,0.3,3.8271825,4.12485225,7.83863675,8
I,1.2875,1,0.3375,4.9611625,3.55786225,9.07184,9
M,1.725,1.375,0.45,14.17475,11.396499,18.86659225,11
M,1.375,1.075,0.4,10.0640725,4.91863825,8.9867915,13
F,1.3375,1.0875,0.4,6.80388,5.08873525,8.94426725,10
M,1.4125,1.1,0.4625,7.2291225,6.59125875,9.752228,15
F,1.4125,1.15,0.375,7.7961125,5.45727875,9.79475225,10
F,1.5,1.175,0.375,8.6465975,5.499803,10.2908685,10
I,1.1,0.8125,0.225,2.9766975,1.8994165,4.195726,7
M,1.3875,1,0.325,5.10291,4.49339575,9.412034,7
M,1.425,1.15,0.35,6.9456275,5.85417175,12.65805175,12
M,1.3625,1.05,0.3,4.819415,5.2446575,11.4248485,7
M,1.0625,0.8125,0.2375,2.83495,2.26796,4.83358975,7
I,1.4375,1.0625,0.3375,6.7755305,5.556502,10.319218,10
F,1.375,1.0625,0.3375,7.654365,5.556502,10.262519,14
M,1.7375,1.35,0.4875,13.48018725,10.2908685,21.772416,11
I,1.0875,0.8125,0.275,2.9766975,2.26796,4.52174525,6
M,1.075,0.825,0.2375,3.175144,2.4097075,3.72795925,14
F,1.6,1.25,0.375,10.20582,7.66853975,10.5176645,8
I,1.05,0.8,0.2875,2.9766975,2.65067825,5.82582225,8
M,1.0375,0.7875,0.3,2.7499015,2.4664065,5.6415505,8
I,0.8,0.6375,0.25,1.8427175,1.17650425,2.0695135,7
I,0.9875,0.75,0.225,2.1262125,1.417475,3.27436725,6
I,0.7,0.525,0.1625,0.850485,0.80796075,1.20485375,6
F,1.275,0.925,0.525,9.7238785,8.278054,14.401546,9
M,1.35,1.0375,0.425,7.2291225,5.896696,9.6104805,10
I,1.15,0.875,0.2625,3.231843,2.1829115,4.46504625,9
M,1.425,1.125,0.4,7.2291225,6.16601625,10.56018875,12
M,1.25,1.0125,0.3875,6.9456275,4.35164825,9.808927,12
I,1.2875,0.975,0.35,6.33611325,3.21766825,5.6699,12
I,0.6875,0.4875,0.1625,0.793786,0.56699,1.530873,6
I,1.1625,0.8125,0.35,5.9250455,4.35164825,10.262519,10
F,1.625,1.2625,0.4125,9.8939755,7.767763,13.56523575,11
F,1.45,1.0875,0.35,5.93922025,6.13766675,13.4660125,9
M,1.6,1.25,0.425,10.035723,10.13494625,18.200379,9
F,1.675,1.375,0.3875,10.035723,9.6104805,24.323871,10
I,0.85,0.625,0.1875,1.417475,1.14815475,2.22543575,7
F,1.2375,0.95,0.3,4.082328,3.64291075,7.52679225,7
F,1.6625,1.2875,0.4625,12.40290625,8.3064035,15.86154525,11
F,0.9375,0.675,0.3375,4.74854125,3.7137845,7.711064,7
I,1.4375,1.125,0.425,7.37087,6.08096775,10.149121,13
I,1,0.6625,0.25,2.26796,1.71514475,3.52951275,9
M,1.4875,1.1375,0.375,7.654365,6.25106475,14.685041,9
I,1.1125,0.85,0.3625,3.685435,2.56562975,5.51397775,7
I,1.275,1.0125,0.3375,5.10291,4.49339575,10.36174225,7
I,1.0125,0.75,0.2625,2.28213475,1.7293195,4.12485225,6
M,0.875,0.6875,0.275,2.56562975,1.80019325,3.47281375,8
M,1.3625,1.025,0.35,6.6621325,4.53592,6.3219385,13
F,1.25,1,0.35,6.23689,4.97533725,7.27164675,8
F,1.75,1.3125,0.475,12.190285,10.3475675,20.0430965,10
M,0.85,0.6875,0.225,1.984465,1.2190285,2.05533875,10
I,0.6375,0.4875,0.175,0.7087375,0.56699,0.72291225,6
I,0.7375,0.5375,0.2125,1.13398,0.963883,1.3891255,6
I,1.5,1.1125,0.3375,7.1724235,5.76912325,12.6155275,9
M,1.375,1.125,0.325,8.221355,6.76135575,10.716111,11
F,1.1,0.825,0.2875,3.40194,3.2034935,4.0539785,8
I,1.1625,0.925,0.275,4.706017,2.721552,4.63514325,7
M,1.1875,0.925,0.3125,4.6776675,3.18931875,6.13766675,9
I,0.9625,0.75,0.225,1.91359125,1.247378,3.47281375,5
M,1.675,1.35,0.4375,10.3475675,8.29222875,20.9502805,10
M,0.825,0.5875,0.225,1.5592225,0.963883,1.74349425,10
M,1.025,0.8125,0.25,2.9766975,2.041164,4.139027,9
I,1.025,0.7625,0.225,2.83495,2.11203775,4.4508715,7
F,1.45,1.1375,0.4125,7.7961125,8.51902475,10.4609655,13
F,1.575,1.25,0.4375,9.3269855,7.597666,13.2392165,10
M,1.525,1.25,0.4125,13.891255,5.2446575,13.93377925,12
M,0.9625,0.6375,0.25,2.608154,1.927766,3.8838815,8
F,1.425,1.125,0.375,5.9250455,5.3580555,15.0535845,9
M,1.4125,1.1625,0.375,9.355335,9.99319875,10.6877615,16
I,1.45,1.1125,0.425,8.9300925,6.13766675,11.15552825,20
M,1.15,0.9375,0.3375,4.819415,2.39553275,5.273007,12
I,1.3625,1.075,0.35,7.41339425,5.386405,8.1930055,8
I,1.45,1.225,0.4875,11.623295,7.200773,15.03940975,18
F,1.275,1,0.3,5.5281525,3.13261975,9.8372765,10
I,0.7875,0.5875,0.1375,1.1056305,0.7654365,1.8427175,6
M,1.4375,1.1625,0.3,6.6621325,6.19436575,14.628342,9
M,1.4375,1.1375,0.4625,8.3631025,6.8889285,15.66309875,13
F,1.3,1.0125,0.2875,6.23689,5.23048275,9.07184,8
F,1.275,0.95,0.325,5.2446575,3.84135725,6.350288,13
M,1.5,1.15,0.375,8.221355,7.75358825,15.12445825,9
M,1.375,1.0875,0.275,6.0951425,5.7549485,9.68135425,9
F,1.6125,1.275,0.45,13.25339125,9.128539,22.15513425,12
F,1.275,1,0.3125,3.92640575,3.2601925,7.3992195,6
M,1.5375,1.2375,0.3875,9.19941275,8.3064035,12.3320325,11
I,1.675,1.2125,0.4375,10.942907,9.128539,15.18115725,9
F,1.575,1.25,0.45,11.32562525,6.59125875,14.571643,8
M,1.4625,1.1375,0.3875,8.6465975,6.3219385,15.63474925,12
F,1.375,1.1,0.3125,6.9456275,6.02426875,9.355335,9
I,1.1875,0.9,0.275,4.252425,3.118445,5.9817445,8
F,1.55,1.2,0.425,8.1363065,7.087375,15.1669825,10
F,1.6125,1.3125,0.475,11.1980525,11.01378075,19.94387325,18
F,1.8625,1.4625,0.475,16.59863225,12.3887315,23.91280325,18
I,0.8,0.575,0.15,1.00640725,0.77961125,1.74349425,7
F,1.5,1.125,0.375,7.86698625,6.30776375,12.40290625,9
F,1.2625,1.025,0.375,5.953395,4.1106775,8.0796075,11
F,1.2375,0.9625,0.325,4.9611625,5.0745605,8.85921875,10
M,1.4875,1.15,0.3875,9.36950975,5.8683465,12.11941125,10
M,1.4625,1.15,0.4625,8.0796075,6.0384435,10.30504325,10
F,1.1375,0.8875,2.825,3.78465825,3.288542,9.412034,8
F,1.2625,1.025,0.3375,5.5281525,3.7704835,8.2497045,15
I,1.4,1.1375,0.3625,6.6621325,4.57844425,15.5071765,9
F,1.6875,1.425,0.5625,12.3320325,8.49067525,20.9502805,10
I,0.975,0.725,0.225,2.1829115,1.530873,3.3168915,7
F,1.475,1.1125,0.325,9.07184,6.633783,10.84368375,13
M,1.4375,1.125,0.4,7.654365,4.77689075,12.47378,16
F,1.225,0.975,0.3375,5.6699,3.4869885,6.98815175,13
M,1.65,1.3375,0.5,15.30873,9.015141,20.7801835,15
M,1.3875,1.0875,0.3625,7.2291225,6.44951125,11.453198,8
M,1.7125,1.3375,0.3875,11.55242125,6.08096775,18.75319425,10
I,0.8875,0.7125,0.2375,2.02698925,1.34660125,2.70737725,6
M,1.3875,1.075,0.4125,7.7961125,4.63514325,7.75358825,13
F,1.45,1.0625,0.375,7.66853975,5.2446575,10.33339275,9
F,1.6125,1.3125,0.475,12.3320325,9.73805325,18.75319425,19
M,1.3375,1.025,0.3375,9.07184,4.32329875,8.09378225,14
F,1.625,1.3,0.4875,10.84368375,6.973977,16.96717575,10
I,1.375,1.0375,0.3375,7.93786,5.71242425,8.46232575,12
F,1.6,1.2625,0.4125,10.20582,7.64019025,14.78426425,10
M,1.3375,1.05,0.3625,7.087375,5.3580555,9.355335,10
I,1.4375,1.0875,0.325,6.9456275,6.10931725,8.94426725,10
I,0.875,0.625,0.175,1.530873,1.360776,1.85689225,6
M,1.675,1.2625,0.4,8.731646,8.8166945,17.73261225,12
F,1.4375,1.0875,0.3875,6.520385,6.59125875,11.66581925,9
M,1.3,1,0.4125,5.953395,5.6982495,7.78193775,12
F,1.1125,0.8375,0.275,3.38776525,3.10427025,5.74077375,6
I,0.875,0.625,0.175,1.304077,0.94970825,2.02698925,6
I,0.6875,0.5,0.1625,0.7654365,0.66621325,1.09145575,5
F,1.4375,1.05,0.475,11.60912025,10.6877615,25.911443,10
F,1.475,1.1875,0.3875,7.93786,6.6621325,10.5176645,11
I,1.575,1.1875,0.3625,7.93786,6.22271525,14.64251675,10
F,1.6,1.2,0.3625,9.63883,6.80388,14.401546,10
F,1.3375,1.05,0.325,5.76912325,4.43669675,8.85921875,8
F,1.4375,1.15,0.4125,7.98038425,6.08096775,14.13222575,8
I,1.1875,0.9,0.3125,3.5436875,3.69960975,5.8116475,8
I,0.9375,0.6875,0.2375,1.871067,1.54504775,2.6932025,7
F,1.3625,1.0375,0.375,6.19436575,4.6209685,7.92368525,11
I,1.35,1.0375,0.3875,5.386405,4.7343665,9.128539,10
I,1.175,0.9375,0.3125,4.592619,2.948348,6.42116175,8
F,1.5,1.1875,0.4,7.27164675,7.07320025,13.7495075,9
I,1.2,0.875,0.2625,3.8271825,3.6003865,9.979024,6
I,1.375,1.05,0.3375,6.520385,4.20990075,11.32562525,12
M,0.9875,0.7625,0.2625,2.721552,1.8427175,2.76407625,9
M,0.8125,0.575,0.225,1.2757275,0.963883,1.70097,4
M,1.1875,0.8875,0.3125,4.1106775,3.0333965,5.273007,9
I,0.9625,0.7,0.2375,1.984465,1.6726205,3.3735905,7
I,1.3125,0.975,0.3,5.046211,4.1673765,8.83086925,9
F,1.4,1.1125,0.4875,9.4970825,6.36446275,8.6465975,16
I,1.225,0.975,0.3,4.94698775,2.9199985,6.25106475,9
F,1.5,1.1875,0.425,8.788345,7.01650125,13.90542975,10
M,1.45,1.125,0.3,7.38504475,4.18155125,11.850091,8
F,1.8,1.4125,0.425,14.01882775,9.22776225,20.4966885,12
M,1.675,1.375,0.425,11.3398,6.95980225,13.380964,21
M,1.175,0.925,0.45,4.60679375,3.64291075,5.42892925,9
M,1.125,0.875,0.325,3.8271825,2.96252275,5.88252125,8
I,1.1875,0.875,0.3125,3.84135725,2.2396105,5.40057975,9
I,0.6625,0.4875,0.15,0.69456275,0.7087375,0.97805775,6
